ID,Acción,Tiempo_estimado_min,Requiere_insumo,Prioridad,Acción_previa
2081,Pintar,37,Sí,Media,Ajuste frenos
2082,Pintar,51,No,Alta,Ensamblar marco
2083,Control de calidad,34,No,Alta,Pintar
2084,Control de calidad,49,Sí,Media,Ensamblar marco
2085,Instalar ruedas,13,Sí,Alta,Control de calidad
2086,Pintar,20,No,Baja,Control de calidad
2087,Ensamblar marco,57,No,Media,Control de calidad
2088,Instalar ruedas,19,No,Baja,Instalar ruedas
2089,Pintar,12,Sí,Alta,Pintar
2090,Pintar,41,Sí,Alta,Control de calidad
2091,Ensamblar marco,42,Sí,Baja,Control de calidad
2092,Ensamblar marco,20,No,Media,Control de calidad
2093,Instalar ruedas,47,Sí,Baja,Control de calidad
2094,Instalar ruedas,15,Sí,Baja,Pintar
2095,Ensamblar marco,28,No,Alta,Ajuste frenos
2096,Pintar,31,Sí,Alta,Instalar ruedas
2097,Pintar,12,Sí,Baja,Ajuste frenos
2098,Ajuste frenos,53,No,Baja,Ajuste frenos
2099,Instalar ruedas,46,No,Media,Control de calidad
2100,Instalar ruedas,10,No,Media,Instalar ruedas
2101,Instalar ruedas,34,Sí,Media,Ensamblar marco
2102,Ajuste frenos,25,Sí,Alta,Instalar ruedas
2103,Pintar,18,Sí,Alta,Ajuste frenos
2104,Ajuste frenos,36,Sí,Media,Pintar
2105,Ensamblar marco,19,No,Alta,Control de calidad
2106,Ajuste frenos,29,Sí,Media,Ensamblar marco
2107,Pintar,32,Sí,Media,Ajuste frenos
2108,Ajuste frenos,31,Sí,Alta,Instalar ruedas
2109,Ajuste frenos,38,No,Alta,Instalar ruedas
2110,Ajuste frenos,46,No,Baja,Control de calidad
2111,Pintar,16,Sí,Baja,Ajuste frenos
2112,Ensamblar marco,46,No,Baja,Instalar ruedas
2113,Instalar ruedas,52,Sí,Baja,Control de calidad
2114,Ajuste frenos,44,No,Alta,Control de calidad
2115,Pintar,46,No,Media,Pintar
2116,Ajuste frenos,54,Sí,Baja,Instalar ruedas
2117,Instalar ruedas,47,Sí,Baja,Instalar ruedas
2118,Ajuste frenos,51,Sí,Media,Control de calidad
2119,Ajuste frenos,51,Sí,Baja,Ensamblar marco
2120,Control de calidad,47,Sí,Baja,Ajuste frenos
2121,Pintar,21,No,Alta,Pintar
2122,Ajuste frenos,20,Sí,Baja,Pintar
2123,Instalar ruedas,25,Sí,Alta,Control de calidad
2124,Pintar,10,No,Alta,Pintar
2125,Instalar ruedas,50,No,Alta,Ajuste frenos
2126,Instalar ruedas,31,No,Baja,Instalar ruedas
2127,Control de calidad,11,Sí,Baja,Control de calidad
2128,Ajuste frenos,19,No,Media,Instalar ruedas
2129,Pintar,38,Sí,Alta,Ajuste frenos
2130,Ajuste frenos,29,No,Baja,Pintar
2131,Control de calidad,52,No,Media,Ensamblar marco
2132,Ajuste frenos,36,No,Media,Ensamblar marco
2133,Ensamblar marco,25,No,Baja,Ajuste frenos
2134,Control de calidad,30,Sí,Baja,Ensamblar marco
2135,Ensamblar marco,17,No,Media,Pintar
2136,Control de calidad,29,No,Alta,Ensamblar marco
2137,Ensamblar marco,20,No,Baja,Pintar
2138,Control de calidad,39,No,Baja,Ensamblar marco
2139,Control de calidad,55,Sí,Alta,Instalar ruedas
2140,Control de calidad,50,Sí,Alta,Control de calidad
2141,Instalar ruedas,15,Sí,Alta,Ensamblar marco
2142,Pintar,13,Sí,Media,Pintar
2143,Pintar,20,No,Alta,Pintar
2144,Instalar ruedas,44,Sí,Media,Pintar
2145,Pintar,46,No,Alta,Control de calidad
2146,Control de calidad,29,No,Media,Ajuste frenos
2147,Pintar,28,No,Alta,Pintar
2148,Ajuste frenos,19,No,Alta,Instalar ruedas
2149,Pintar,12,No,Media,Control de calidad
2150,Control de calidad,34,Sí,Baja,Ensamblar marco
2151,Pintar,25,No,Media,Control de calidad
2152,Ensamblar marco,19,Sí,Alta,Instalar ruedas
2153,Ajuste frenos,54,Sí,Alta,Instalar ruedas
2154,Pintar,46,Sí,Baja,Pintar
2155,Ensamblar marco,14,No,Alta,Ajuste frenos
2156,Instalar ruedas,47,Sí,Baja,Pintar
2157,Ensamblar marco,35,Sí,Media,Ensamblar marco
2158,Ajuste frenos,59,Sí,Media,Ensamblar marco
2159,Ajuste frenos,12,No,Baja,Pintar
2160,Control de calidad,15,Sí,Baja,Ajuste frenos
2161,Pintar,45,No,Media,Instalar ruedas
2162,Instalar ruedas,32,No,Baja,Pintar
2163,Instalar ruedas,20,Sí,Alta,Ajuste frenos
2164,Instalar ruedas,40,No,Baja,Ensamblar marco
2165,Ajuste frenos,15,No,Baja,Instalar ruedas
2166,Ajuste frenos,21,Sí,Alta,Instalar ruedas
2167,Ajuste frenos,37,Sí,Media,Ensamblar marco
2168,Ajuste frenos,48,Sí,Baja,Instalar ruedas
2169,Ajuste frenos,50,Sí,Media,Ensamblar marco
2170,Ensamblar marco,10,Sí,Baja,Pintar
2171,Instalar ruedas,52,Sí,Baja,Control de calidad
2172,Ensamblar marco,31,Sí,Baja,Pintar
2173,Control de calidad,26,No,Baja,Instalar ruedas
2174,Ensamblar marco,37,Sí,Baja,Pintar
2175,Instalar ruedas,15,Sí,Baja,Ensamblar marco
2176,Pintar,21,Sí,Alta,Instalar ruedas
2177,Ensamblar marco,55,No,Baja,Ajuste frenos
2178,Instalar ruedas,35,Sí,Media,Ensamblar marco
2179,Ajuste frenos,59,Sí,Alta,Ensamblar marco
2180,Instalar ruedas,36,No,Media,Ajuste frenos
2181,Ajuste frenos,59,No,Baja,Instalar ruedas
2182,Instalar ruedas,57,Sí,Media,Ensamblar marco
2183,Pintar,25,Sí,Alta,Pintar
2184,Ensamblar marco,33,Sí,Media,Control de calidad
2185,Instalar ruedas,44,No,Baja,Ajuste frenos
2186,Instalar ruedas,56,Sí,Media,Instalar ruedas
2187,Ensamblar marco,54,Sí,Alta,Instalar ruedas
2188,Control de calidad,23,No,Alta,Pintar
2189,Ajuste frenos,39,Sí,Alta,Pintar
2190,Ensamblar marco,34,Sí,Baja,Instalar ruedas
2191,Instalar ruedas,48,Sí,Alta,Ajuste frenos
2192,Pintar,32,Sí,Media,Pintar
2193,Control de calidad,36,Sí,Baja,Ajuste frenos
2194,Instalar ruedas,28,Sí,Baja,Instalar ruedas
2195,Ajuste frenos,34,No,Baja,Ajuste frenos
2196,Instalar ruedas,14,Sí,Alta,Control de calidad
2197,Instalar ruedas,39,Sí,Media,Pintar
2198,Control de calidad,24,Sí,Media,Ensamblar marco
2199,Ajuste frenos,50,Sí,Alta,Instalar ruedas
2200,Pintar,51,Sí,Baja,Pintar
2201,Ensamblar marco,45,Sí,Media,Control de calidad
2202,Control de calidad,17,No,Alta,Ajuste frenos
2203,Control de calidad,42,Sí,Baja,Ajuste frenos
2204,Control de calidad,36,Sí,Alta,Ajuste frenos
2205,Ensamblar marco,31,Sí,Media,Ajuste frenos
2206,Instalar ruedas,26,No,Media,Ajuste frenos
2207,Pintar,42,No,Alta,Control de calidad
2208,Control de calidad,28,Sí,Alta,Ensamblar marco
2209,Pintar,17,No,Media,Ajuste frenos
2210,Instalar ruedas,47,Sí,Baja,Control de calidad
2211,Instalar ruedas,27,No,Baja,Ensamblar marco
2212,Pintar,15,Sí,Alta,Instalar ruedas
2213,Control de calidad,10,No,Baja,Instalar ruedas
2214,Ajuste frenos,51,No,Media,Ajuste frenos
2215,Instalar ruedas,43,Sí,Baja,Instalar ruedas
2216,Instalar ruedas,53,Sí,Alta,Ensamblar marco
2217,Ensamblar marco,53,No,Alta,Ajuste frenos
2218,Ensamblar marco,20,No,Media,Ensamblar marco
2219,Ajuste frenos,42,Sí,Baja,Ensamblar marco
2220,Instalar ruedas,12,Sí,Alta,Ajuste frenos
2221,Control de calidad,18,Sí,Baja,Control de calidad
2222,Control de calidad,40,No,Alta,Ajuste frenos
2223,Pintar,39,Sí,Media,Pintar
2224,Control de calidad,25,Sí,Alta,Ajuste frenos
2225,Ajuste frenos,30,Sí,Baja,Instalar ruedas
2226,Ensamblar marco,34,No,Baja,Ensamblar marco
2227,Control de calidad,39,Sí,Baja,Control de calidad
2228,Ajuste frenos,11,Sí,Baja,Instalar ruedas
2229,Pintar,47,Sí,Alta,Ensamblar marco
2230,Control de calidad,31,Sí,Alta,Pintar
2231,Ensamblar marco,25,Sí,Media,Ensamblar marco
2232,Ajuste frenos,57,No,Baja,Pintar
2233,Instalar ruedas,38,No,Alta,Control de calidad
2234,Ajuste frenos,31,Sí,Alta,Ensamblar marco
2235,Ensamblar marco,35,Sí,Alta,Pintar
2236,Pintar,20,Sí,Media,Instalar ruedas
2237,Pintar,31,Sí,Baja,Ajuste frenos
2238,Ajuste frenos,27,No,Baja,Ensamblar marco
2239,Pintar,41,No,Alta,Ensamblar marco
2240,Ajuste frenos,25,Sí,Media,Ensamblar marco
2241,Control de calidad,31,Sí,Alta,Control de calidad
2242,Ajuste frenos,54,Sí,Alta,Pintar
2243,Ensamblar marco,34,No,Baja,Ajuste frenos
2244,Control de calidad,17,No,Media,Ajuste frenos
2245,Ensamblar marco,29,Sí,Alta,Ensamblar marco
2246,Ajuste frenos,35,No,Media,Instalar ruedas
2247,Pintar,14,No,Baja,Ajuste frenos
2248,Control de calidad,22,No,Alta,Ajuste frenos
2249,Pintar,27,Sí,Alta,Ajuste frenos
2250,Ensamblar marco,50,No,Alta,Ensamblar marco
2251,Ajuste frenos,15,Sí,Alta,Pintar
2252,Ensamblar marco,52,No,Baja,Ensamblar marco
2253,Pintar,52,Sí,Baja,Ajuste frenos
2254,Control de calidad,30,No,Alta,Ajuste frenos
2255,Control de calidad,53,No,Alta,Pintar
2256,Instalar ruedas,44,No,Alta,Ensamblar marco
2257,Pintar,31,No,Baja,Instalar ruedas
2258,Ensamblar marco,53,Sí,Media,Instalar ruedas
2259,Instalar ruedas,40,No,Alta,Instalar ruedas
2260,Instalar ruedas,53,Sí,Media,Ajuste frenos
2261,Control de calidad,25,No,Media,Ajuste frenos
2262,Ajuste frenos,29,Sí,Media,Pintar
2263,Ajuste frenos,50,No,Baja,Pintar
2264,Ajuste frenos,23,No,Media,Instalar ruedas
2265,Ensamblar marco,10,No,Alta,Pintar
2266,Control de calidad,10,No,Alta,Instalar ruedas
2267,Ensamblar marco,31,No,Media,Ajuste frenos
2268,Pintar,53,No,Baja,Instalar ruedas
2269,Ajuste frenos,50,Sí,Alta,Instalar ruedas
2270,Instalar ruedas,49,Sí,Baja,Instalar ruedas
2271,Pintar,51,No,Alta,Control de calidad
2272,Control de calidad,10,Sí,Baja,Instalar ruedas
2273,Ajuste frenos,32,Sí,Media,Pintar
2274,Instalar ruedas,57,No,Alta,Ajuste frenos
2275,Pintar,31,No,Alta,Instalar ruedas
2276,Instalar ruedas,35,No,Baja,Instalar ruedas
2277,Instalar ruedas,21,Sí,Baja,Control de calidad
2278,Control de calidad,55,Sí,Media,Ensamblar marco
2279,Ensamblar marco,37,No,Media,Instalar ruedas
2280,Pintar,47,No,Alta,Ensamblar marco
2281,Ajuste frenos,31,Sí,Alta,Pintar
2282,Control de calidad,43,Sí,Alta,Ajuste frenos
2283,Ajuste frenos,49,No,Media,Pintar
2284,Pintar,17,No,Baja,Ajuste frenos
2285,Pintar,53,No,Baja,Pintar
2286,Ajuste frenos,37,Sí,Media,Control de calidad
2287,Ajuste frenos,42,No,Media,Instalar ruedas
2288,Pintar,51,No,Media,Ensamblar marco
2289,Control de calidad,55,No,Baja,Ajuste frenos
2290,Instalar ruedas,28,Sí,Alta,Control de calidad
2291,Control de calidad,21,No,Media,Ensamblar marco
2292,Pintar,24,Sí,Alta,Ajuste frenos
2293,Instalar ruedas,59,Sí,Baja,Ajuste frenos
2294,Control de calidad,23,Sí,Media,Ajuste frenos
2295,Control de calidad,56,No,Baja,Control de calidad
2296,Ajuste frenos,24,Sí,Baja,Instalar ruedas
2297,Control de calidad,44,Sí,Baja,Control de calidad
2298,Control de calidad,55,No,Alta,Control de calidad
2299,Pintar,11,Sí,Alta,Control de calidad
2300,Instalar ruedas,16,Sí,Alta,Instalar ruedas
2301,Ajuste frenos,18,No,Media,Pintar
2302,Ajuste frenos,47,No,Alta,Ajuste frenos
2303,Ensamblar marco,49,Sí,Baja,Ajuste frenos
2304,Ensamblar marco,21,Sí,Media,Instalar ruedas
2305,Ajuste frenos,35,Sí,Baja,Ensamblar marco
2306,Pintar,26,Sí,Media,Control de calidad
2307,Ajuste frenos,37,No,Media,Pintar
2308,Ensamblar marco,20,No,Alta,Instalar ruedas
2309,Ajuste frenos,13,Sí,Baja,Ajuste frenos
2310,Ensamblar marco,35,Sí,Alta,Control de calidad
2311,Control de calidad,59,Sí,Alta,Ajuste frenos
2312,Control de calidad,11,No,Media,Ensamblar marco
2313,Control de calidad,57,No,Media,Ensamblar marco
2314,Instalar ruedas,10,Sí,Media,Instalar ruedas
2315,Control de calidad,22,Sí,Media,Pintar
2316,Pintar,11,Sí,Media,Control de calidad
2317,Pintar,18,No,Alta,Ensamblar marco
2318,Control de calidad,24,Sí,Alta,Ensamblar marco
2319,Pintar,10,Sí,Media,Ajuste frenos
2320,Ensamblar marco,10,No,Alta,Instalar ruedas
2321,Control de calidad,21,No,Baja,Pintar
2322,Ajuste frenos,33,Sí,Alta,Pintar
2323,Pintar,54,Sí,Alta,Pintar
2324,Pintar,21,Sí,Media,Instalar ruedas
2325,Instalar ruedas,12,Sí,Baja,Ajuste frenos
2326,Instalar ruedas,13,Sí,Media,Ajuste frenos
2327,Ajuste frenos,28,Sí,Alta,Instalar ruedas
2328,Control de calidad,59,No,Media,Control de calidad
2329,Instalar ruedas,20,Sí,Media,Ensamblar marco
2330,Ensamblar marco,35,Sí,Alta,Instalar ruedas
2331,Instalar ruedas,33,No,Baja,Instalar ruedas
2332,Ensamblar marco,53,No,Alta,Instalar ruedas
2333,Control de calidad,25,Sí,Media,Ensamblar marco
2334,Pintar,12,Sí,Media,Instalar ruedas
2335,Ajuste frenos,50,No,Alta,Instalar ruedas
2336,Instalar ruedas,56,No,Baja,Pintar
2337,Ajuste frenos,44,Sí,Media,Instalar ruedas
2338,Ensamblar marco,42,No,Alta,Control de calidad
2339,Ensamblar marco,25,Sí,Baja,Ajuste frenos
2340,Pintar,10,Sí,Baja,Ajuste frenos
2341,Pintar,22,No,Baja,Ajuste frenos
2342,Ensamblar marco,47,Sí,Media,Ensamblar marco
2343,Ajuste frenos,28,No,Alta,Control de calidad
2344,Ajuste frenos,46,Sí,Media,Ensamblar marco
2345,Ajuste frenos,29,Sí,Alta,Control de calidad
2346,Ajuste frenos,54,No,Baja,Control de calidad
2347,Ensamblar marco,34,Sí,Alta,Control de calidad
2348,Pintar,31,No,Alta,Ensamblar marco
2349,Ensamblar marco,25,No,Baja,Instalar ruedas
2350,Instalar ruedas,57,No,Alta,Control de calidad
2351,Control de calidad,41,Sí,Alta,Instalar ruedas
2352,Ajuste frenos,33,Sí,Alta,Ensamblar marco
2353,Control de calidad,53,Sí,Alta,Ajuste frenos
2354,Instalar ruedas,35,No,Baja,Ajuste frenos
2355,Ensamblar marco,11,No,Baja,Pintar
2356,Ensamblar marco,44,Sí,Alta,Control de calidad
2357,Ajuste frenos,47,Sí,Alta,Instalar ruedas
2358,Ajuste frenos,10,Sí,Baja,Control de calidad
2359,Pintar,25,No,Media,Ajuste frenos
2360,Ensamblar marco,11,No,Alta,Ensamblar marco
2361,Instalar ruedas,16,Sí,Baja,Ensamblar marco
2362,Pintar,30,Sí,Baja,Control de calidad
2363,Ajuste frenos,41,Sí,Alta,Ajuste frenos
2364,Pintar,36,No,Baja,Ajuste frenos
2365,Pintar,16,Sí,Baja,Control de calidad
2366,Control de calidad,41,Sí,Baja,Control de calidad
2367,Ensamblar marco,19,No,Baja,Pintar
2368,Pintar,19,Sí,Baja,Control de calidad
2369,Ensamblar marco,24,No,Alta,Pintar
2370,Pintar,48,Sí,Media,Ensamblar marco
2371,Pintar,51,Sí,Baja,Instalar ruedas
2372,Ajuste frenos,15,Sí,Alta,Control de calidad
2373,Ensamblar marco,22,No,Baja,Ajuste frenos
2374,Ensamblar marco,14,Sí,Alta,Pintar
2375,Pintar,54,No,Alta,Ajuste frenos
2376,Control de calidad,37,Sí,Baja,Ajuste frenos
2377,Instalar ruedas,33,No,Alta,Control de calidad
2378,Ensamblar marco,39,Sí,Alta,Control de calidad
2379,Ajuste frenos,34,Sí,Media,Ensamblar marco
2380,Pintar,58,No,Media,Control de calidad
2381,Ajuste frenos,33,Sí,Media,Ajuste frenos
2382,Control de calidad,33,No,Media,Ajuste frenos
2383,Control de calidad,23,No,Alta,Control de calidad
2384,Ensamblar marco,28,Sí,Media,Ensamblar marco
2385,Ensamblar marco,46,Sí,Media,Instalar ruedas
2386,Control de calidad,52,Sí,Baja,Pintar
2387,Control de calidad,33,Sí,Alta,Instalar ruedas
2388,Instalar ruedas,42,Sí,Alta,Ensamblar marco
2389,Ajuste frenos,24,Sí,Media,Ajuste frenos
2390,Ajuste frenos,48,No,Media,Instalar ruedas
2391,Instalar ruedas,23,No,Baja,Control de calidad
2392,Ajuste frenos,41,Sí,Alta,Pintar
2393,Ajuste frenos,31,Sí,Media,Pintar
2394,Pintar,58,Sí,Media,Instalar ruedas
2395,Ensamblar marco,48,No,Media,Pintar
2396,Instalar ruedas,53,No,Media,Instalar ruedas
2397,Ensamblar marco,43,No,Media,Control de calidad
2398,Ajuste frenos,51,Sí,Media,Ensamblar marco
2399,Control de calidad,10,Sí,Alta,Control de calidad
2400,Ajuste frenos,27,Sí,Media,Pintar
2401,Control de calidad,34,No,Baja,Instalar ruedas
2402,Ensamblar marco,18,No,Baja,Control de calidad
2403,Pintar,50,No,Baja,Ensamblar marco
2404,Ensamblar marco,14,No,Media,Control de calidad
2405,Control de calidad,55,No,Media,Control de calidad
2406,Control de calidad,17,No,Baja,Control de calidad
2407,Instalar ruedas,40,No,Baja,Instalar ruedas
2408,Instalar ruedas,21,Sí,Media,Instalar ruedas
2409,Control de calidad,35,No,Baja,Pintar
2410,Pintar,52,Sí,Alta,Pintar
2411,Instalar ruedas,29,Sí,Media,Pintar
2412,Instalar ruedas,33,No,Alta,Instalar ruedas
2413,Pintar,55,No,Baja,Pintar
2414,Pintar,16,Sí,Baja,Ajuste frenos
2415,Control de calidad,31,Sí,Media,Ajuste frenos
2416,Ensamblar marco,56,No,Alta,Ajuste frenos
2417,Control de calidad,18,Sí,Baja,Control de calidad
2418,Ensamblar marco,53,Sí,Media,Instalar ruedas
2419,Pintar,44,No,Alta,Control de calidad
2420,Ajuste frenos,27,No,Media,Pintar
2421,Instalar ruedas,47,No,Media,Ajuste frenos
2422,Ajuste frenos,30,Sí,Baja,Pintar
2423,Ensamblar marco,57,Sí,Baja,Control de calidad
2424,Ensamblar marco,55,Sí,Media,Instalar ruedas
2425,Instalar ruedas,46,Sí,Baja,Instalar ruedas
2426,Ajuste frenos,46,No,Alta,Ajuste frenos
2427,Ensamblar marco,42,Sí,Baja,Ajuste frenos
2428,Ajuste frenos,50,Sí,Alta,Ajuste frenos
2429,Pintar,46,No,Alta,Instalar ruedas
2430,Ensamblar marco,29,No,Baja,Instalar ruedas
2431,Instalar ruedas,56,No,Baja,Control de calidad
2432,Ajuste frenos,31,Sí,Baja,Control de calidad
2433,Pintar,23,No,Alta,Ajuste frenos
2434,Ajuste frenos,19,Sí,Media,Control de calidad
2435,Ensamblar marco,59,Sí,Baja,Ajuste frenos
2436,Ensamblar marco,36,No,Media,Pintar
2437,Pintar,54,Sí,Alta,Control de calidad
2438,Pintar,26,No,Media,Ajuste frenos
2439,Control de calidad,19,No,Media,Ensamblar marco
2440,Control de calidad,57,Sí,Baja,Control de calidad
2441,Instalar ruedas,41,Sí,Alta,Control de calidad
2442,Control de calidad,39,Sí,Media,Instalar ruedas
2443,Ensamblar marco,52,No,Baja,Control de calidad
2444,Pintar,59,No,Alta,Ensamblar marco
2445,Instalar ruedas,46,No,Alta,Ensamblar marco
2446,Control de calidad,20,No,Media,Ajuste frenos
2447,Ajuste frenos,15,Sí,Alta,Ensamblar marco
2448,Control de calidad,55,No,Alta,Control de calidad
2449,Instalar ruedas,36,Sí,Baja,Instalar ruedas
2450,Ensamblar marco,51,No,Media,Control de calidad
2451,Pintar,48,No,Baja,Ajuste frenos
2452,Ensamblar marco,49,No,Baja,Ajuste frenos
2453,Instalar ruedas,51,Sí,Baja,Pintar
2454,Control de calidad,21,No,Media,Ensamblar marco
2455,Ensamblar marco,37,Sí,Baja,Pintar
2456,Instalar ruedas,29,Sí,Alta,Ensamblar marco
2457,Ajuste frenos,36,Sí,Media,Instalar ruedas
2458,Control de calidad,24,No,Baja,Control de calidad
2459,Ensamblar marco,17,No,Media,Control de calidad
2460,Control de calidad,14,Sí,Alta,Ensamblar marco
2461,Instalar ruedas,50,Sí,Alta,Ajuste frenos
2462,Instalar ruedas,36,No,Media,Ajuste frenos
2463,Ensamblar marco,26,No,Baja,Pintar
2464,Pintar,20,No,Media,Control de calidad
2465,Instalar ruedas,43,No,Baja,Ensamblar marco
2466,Pintar,26,No,Baja,Control de calidad
2467,Ensamblar marco,47,No,Alta,Instalar ruedas
2468,Ajuste frenos,39,No,Baja,Ensamblar marco
2469,Instalar ruedas,49,Sí,Alta,Control de calidad
2470,Control de calidad,34,Sí,Alta,Ajuste frenos
2471,Pintar,10,No,Media,Control de calidad
2472,Control de calidad,32,No,Baja,Pintar
2473,Ensamblar marco,12,Sí,Baja,Control de calidad
2474,Ensamblar marco,43,No,Media,Instalar ruedas
2475,Ensamblar marco,12,No,Baja,Control de calidad
2476,Pintar,21,No,Media,Control de calidad
2477,Control de calidad,56,No,Baja,Instalar ruedas
2478,Ajuste frenos,40,Sí,Baja,Control de calidad
2479,Ensamblar marco,24,Sí,Alta,Pintar
2480,Ensamblar marco,29,No,Alta,Control de calidad
2481,Ensamblar marco,57,Sí,Alta,Instalar ruedas
2482,Instalar ruedas,23,No,Media,Instalar ruedas
2483,Control de calidad,35,Sí,Media,Ajuste frenos
2484,Control de calidad,48,Sí,Media,Ensamblar marco
2485,Pintar,48,Sí,Media,Ajuste frenos
2486,Instalar ruedas,41,No,Alta,Control de calidad
2487,Ajuste frenos,15,No,Media,Instalar ruedas
2488,Control de calidad,17,Sí,Media,Instalar ruedas
2489,Pintar,31,No,Alta,Instalar ruedas
2490,Ajuste frenos,16,No,Media,Ensamblar marco
2491,Ajuste frenos,56,Sí,Alta,Ajuste frenos
2492,Pintar,38,No,Alta,Instalar ruedas
2493,Ajuste frenos,51,Sí,Media,Instalar ruedas
2494,Pintar,27,Sí,Baja,Ensamblar marco
2495,Control de calidad,24,No,Baja,Pintar
2496,Instalar ruedas,50,No,Baja,Instalar ruedas
2497,Ensamblar marco,53,No,Media,Control de calidad
2498,Pintar,56,No,Alta,Instalar ruedas
2499,Pintar,39,No,Media,Instalar ruedas
2500,Ensamblar marco,27,No,Alta,Ajuste frenos
2501,Ensamblar marco,12,Sí,Alta,Pintar
2502,Pintar,53,Sí,Media,Ajuste frenos
2503,Ensamblar marco,34,Sí,Alta,Control de calidad
2504,Instalar ruedas,22,Sí,Media,Ajuste frenos
2505,Ajuste frenos,37,Sí,Alta,Pintar
2506,Instalar ruedas,45,No,Media,Instalar ruedas
2507,Ensamblar marco,21,Sí,Alta,Instalar ruedas
2508,Pintar,42,No,Baja,Instalar ruedas
2509,Instalar ruedas,26,Sí,Alta,Pintar
2510,Instalar ruedas,46,No,Media,Instalar ruedas
2511,Control de calidad,27,No,Media,Instalar ruedas
2512,Ensamblar marco,35,No,Baja,Ensamblar marco
2513,Control de calidad,22,Sí,Media,Control de calidad
2514,Pintar,55,No,Alta,Control de calidad
2515,Control de calidad,52,No,Alta,Ajuste frenos
2516,Ajuste frenos,24,No,Alta,Pintar
2517,Control de calidad,48,No,Baja,Instalar ruedas
2518,Control de calidad,51,Sí,Media,Instalar ruedas
2519,Ajuste frenos,35,Sí,Alta,Instalar ruedas
2520,Instalar ruedas,30,No,Baja,Ensamblar marco
2521,Control de calidad,14,No,Alta,Ensamblar marco
2522,Control de calidad,41,Sí,Media,Ajuste frenos
2523,Pintar,37,Sí,Alta,Pintar
2524,Instalar ruedas,51,Sí,Baja,Instalar ruedas
2525,Control de calidad,53,Sí,Media,Pintar
2526,Control de calidad,48,Sí,Baja,Control de calidad
2527,Instalar ruedas,26,Sí,Baja,Ajuste frenos
2528,Ensamblar marco,41,Sí,Media,Instalar ruedas
2529,Control de calidad,40,No,Media,Control de calidad
2530,Ensamblar marco,49,Sí,Alta,Control de calidad
2531,Ajuste frenos,25,No,Media,Ajuste frenos
2532,Ajuste frenos,42,Sí,Alta,Ajuste frenos
2533,Ensamblar marco,11,No,Media,Ajuste frenos
2534,Control de calidad,50,No,Media,Ajuste frenos
2535,Ensamblar marco,39,Sí,Alta,Pintar
2536,Ensamblar marco,39,No,Media,Ajuste frenos
2537,Ensamblar marco,23,No,Media,Pintar
2538,Control de calidad,10,Sí,Alta,Ensamblar marco
2539,Ajuste frenos,24,Sí,Baja,Ajuste frenos
2540,Instalar ruedas,45,Sí,Media,Instalar ruedas
2541,Instalar ruedas,16,No,Media,Pintar
2542,Control de calidad,34,Sí,Media,Ensamblar marco
2543,Pintar,36,Sí,Media,Pintar
2544,Ensamblar marco,18,Sí,Alta,Pintar
2545,Pintar,24,Sí,Media,Control de calidad
2546,Instalar ruedas,15,No,Baja,Instalar ruedas
2547,Control de calidad,51,No,Baja,Pintar
2548,Control de calidad,21,No,Alta,Instalar ruedas
2549,Ensamblar marco,21,Sí,Baja,Control de calidad
2550,Control de calidad,36,Sí,Baja,Control de calidad
2551,Control de calidad,56,Sí,Media,Ajuste frenos
2552,Ajuste frenos,42,Sí,Alta,Control de calidad
2553,Ajuste frenos,11,Sí,Alta,Pintar
2554,Ensamblar marco,15,No,Baja,Ensamblar marco
2555,Instalar ruedas,24,Sí,Alta,Pintar
2556,Instalar ruedas,36,Sí,Alta,Control de calidad
2557,Ajuste frenos,12,No,Baja,Ensamblar marco
2558,Ajuste frenos,42,Sí,Media,Control de calidad
2559,Ensamblar marco,40,Sí,Media,Instalar ruedas
2560,Pintar,48,No,Media,Ensamblar marco
2561,Instalar ruedas,14,No,Baja,Ajuste frenos
2562,Control de calidad,12,No,Baja,Instalar ruedas
2563,Control de calidad,11,Sí,Media,Instalar ruedas
2564,Instalar ruedas,57,No,Media,Pintar
2565,Pintar,17,Sí,Baja,Control de calidad
2566,Pintar,25,No,Alta,Control de calidad
2567,Pintar,32,Sí,Baja,Control de calidad
2568,Instalar ruedas,28,No,Alta,Pintar
2569,Pintar,57,No,Baja,Control de calidad
2570,Ensamblar marco,40,Sí,Media,Ajuste frenos
2571,Pintar,39,Sí,Alta,Ensamblar marco
2572,Pintar,29,Sí,Media,Ensamblar marco
2573,Control de calidad,15,No,Alta,Ensamblar marco
2574,Pintar,50,No,Media,Control de calidad
2575,Ensamblar marco,24,No,Media,Ensamblar marco
2576,Instalar ruedas,20,No,Baja,Ensamblar marco
2577,Ajuste frenos,12,Sí,Media,Instalar ruedas
2578,Instalar ruedas,55,No,Media,Control de calidad
2579,Ensamblar marco,39,Sí,Media,Ajuste frenos
2580,Pintar,44,Sí,Alta,Instalar ruedas
2581,Instalar ruedas,16,Sí,Alta,Instalar ruedas
2582,Ajuste frenos,56,No,Baja,Instalar ruedas
2583,Ensamblar marco,48,No,Media,Instalar ruedas
2584,Ensamblar marco,11,Sí,Alta,Instalar ruedas
2585,Ensamblar marco,12,Sí,Baja,Control de calidad
2586,Control de calidad,25,No,Alta,Instalar ruedas
2587,Ajuste frenos,33,No,Alta,Pintar
2588,Pintar,43,No,Alta,Control de calidad
2589,Pintar,57,Sí,Media,Ajuste frenos
