Pedido_ID,Zona,Hora_disponibilidad,Acción,Vehículo_asignado,Acción_antes
356,Oeste,2025-07-01 13:55:00,Confirmación,VAN-582,Ruta principal
357,Sur,2025-07-01 13:56:00,Cargar vehículo,VAN-905,Entrega
358,Oeste,2025-07-01 13:57:00,Recoger pedido,VAN-338,Recoger pedido
359,Centro,2025-07-01 13:58:00,Ruta principal,VAN-380,Entrega
360,Sur,2025-07-01 13:59:00,Ruta principal,VAN-472,Confirmación
361,Oeste,2025-07-01 14:00:00,Entrega,VAN-520,Ruta principal
362,Oeste,2025-07-01 14:01:00,Ruta principal,VAN-219,Ruta principal
363,Este,2025-07-01 14:02:00,Ruta principal,VAN-674,Recoger pedido
364,Centro,2025-07-01 14:03:00,Recoger pedido,VAN-110,Recoger pedido
365,Este,2025-07-01 14:04:00,Recoger pedido,VAN-651,Confirmación
366,Sur,2025-07-01 14:05:00,Ruta principal,VAN-587,Recoger pedido
367,Oeste,2025-07-01 14:06:00,Ruta principal,VAN-142,Entrega
368,Centro,2025-07-01 14:07:00,Confirmación,VAN-748,Confirmación
369,Centro,2025-07-01 14:08:00,Entrega,VAN-441,Recoger pedido
370,Norte,2025-07-01 14:09:00,Recoger pedido,VAN-306,Ruta principal
371,Este,2025-07-01 14:10:00,Cargar vehículo,VAN-441,Recoger pedido
372,Oeste,2025-07-01 14:11:00,Entrega,VAN-359,Recoger pedido
373,Sur,2025-07-01 14:12:00,Confirmación,VAN-107,Recoger pedido
374,Centro,2025-07-01 14:13:00,Ruta principal,VAN-498,Cargar vehículo
375,Sur,2025-07-01 14:14:00,Recoger pedido,VAN-214,Entrega
376,Norte,2025-07-01 14:15:00,Recoger pedido,VAN-827,Ruta principal
377,Oeste,2025-07-01 14:16:00,Ruta principal,VAN-306,Confirmación
378,Sur,2025-07-01 14:17:00,Ruta principal,VAN-558,Ruta principal
379,Sur,2025-07-01 14:18:00,Entrega,VAN-629,Ruta principal
380,Sur,2025-07-01 14:19:00,Cargar vehículo,VAN-875,Entrega
381,Sur,2025-07-01 14:20:00,Recoger pedido,VAN-487,Cargar vehículo
382,Norte,2025-07-01 14:21:00,Confirmación,VAN-511,Ruta principal
383,Oeste,2025-07-01 14:22:00,Entrega,VAN-895,Cargar vehículo
384,Norte,2025-07-01 14:23:00,Confirmación,VAN-815,Entrega
385,Sur,2025-07-01 14:24:00,Ruta principal,VAN-409,Ruta principal
386,Oeste,2025-07-01 14:25:00,Ruta principal,VAN-359,Ruta principal
387,Oeste,2025-07-01 14:26:00,Ruta principal,VAN-778,Confirmación
388,Oeste,2025-07-01 14:27:00,Entrega,VAN-594,Cargar vehículo
389,Centro,2025-07-01 14:28:00,Cargar vehículo,VAN-631,Ruta principal
390,Centro,2025-07-01 14:29:00,Ruta principal,VAN-267,Recoger pedido
391,Sur,2025-07-01 14:30:00,Ruta principal,VAN-431,Recoger pedido
392,Norte,2025-07-01 14:31:00,Ruta principal,VAN-138,Cargar vehículo
393,Este,2025-07-01 14:32:00,Recoger pedido,VAN-545,Entrega
394,Este,2025-07-01 14:33:00,Confirmación,VAN-337,Recoger pedido
395,Centro,2025-07-01 14:34:00,Confirmación,VAN-499,Recoger pedido
396,Este,2025-07-01 14:35:00,Ruta principal,VAN-722,Confirmación
397,Oeste,2025-07-01 14:36:00,Ruta principal,VAN-426,Cargar vehículo
398,Oeste,2025-07-01 14:37:00,Ruta principal,VAN-750,Recoger pedido
399,Norte,2025-07-01 14:38:00,Cargar vehículo,VAN-599,Entrega
400,Oeste,2025-07-01 14:39:00,Entrega,VAN-394,Entrega
401,Oeste,2025-07-01 14:40:00,Recoger pedido,VAN-757,Confirmación
402,Oeste,2025-07-01 14:41:00,Ruta principal,VAN-724,Confirmación
403,Centro,2025-07-01 14:42:00,Confirmación,VAN-517,Recoger pedido
404,Sur,2025-07-01 14:43:00,Recoger pedido,VAN-409,Ruta principal
405,Centro,2025-07-01 14:44:00,Entrega,VAN-747,Entrega
406,Centro,2025-07-01 14:45:00,Entrega,VAN-448,Cargar vehículo
407,Norte,2025-07-01 14:46:00,Cargar vehículo,VAN-319,Entrega
408,Norte,2025-07-01 14:47:00,Recoger pedido,VAN-994,Entrega
409,Oeste,2025-07-01 14:48:00,Cargar vehículo,VAN-251,Confirmación
410,Oeste,2025-07-01 14:49:00,Entrega,VAN-796,Cargar vehículo
411,Oeste,2025-07-01 14:50:00,Confirmación,VAN-833,Recoger pedido
412,Sur,2025-07-01 14:51:00,Ruta principal,VAN-850,Cargar vehículo
413,Norte,2025-07-01 14:52:00,Entrega,VAN-220,Cargar vehículo
414,Norte,2025-07-01 14:53:00,Cargar vehículo,VAN-630,Confirmación
415,Sur,2025-07-01 14:54:00,Ruta principal,VAN-111,Entrega
416,Oeste,2025-07-01 14:55:00,Ruta principal,VAN-800,Confirmación
417,Norte,2025-07-01 14:56:00,Confirmación,VAN-982,Entrega
418,Sur,2025-07-01 14:57:00,Ruta principal,VAN-538,Cargar vehículo
419,Centro,2025-07-01 14:58:00,Confirmación,VAN-224,Ruta principal
420,Este,2025-07-01 14:59:00,Cargar vehículo,VAN-633,Ruta principal
421,Sur,2025-07-01 15:00:00,Recoger pedido,VAN-310,Recoger pedido
422,Este,2025-07-01 15:01:00,Ruta principal,VAN-985,Entrega
423,Oeste,2025-07-01 15:02:00,Cargar vehículo,VAN-846,Confirmación
424,Oeste,2025-07-01 15:03:00,Cargar vehículo,VAN-575,Cargar vehículo
425,Oeste,2025-07-01 15:04:00,Recoger pedido,VAN-394,Ruta principal
426,Este,2025-07-01 15:05:00,Recoger pedido,VAN-997,Recoger pedido
427,Norte,2025-07-01 15:06:00,Entrega,VAN-928,Confirmación
428,Norte,2025-07-01 15:07:00,Entrega,VAN-344,Ruta principal
429,Norte,2025-07-01 15:08:00,Confirmación,VAN-910,Ruta principal
430,Norte,2025-07-01 15:09:00,Cargar vehículo,VAN-670,Recoger pedido
431,Oeste,2025-07-01 15:10:00,Confirmación,VAN-849,Entrega
432,Centro,2025-07-01 15:11:00,Confirmación,VAN-174,Recoger pedido
433,Este,2025-07-01 15:12:00,Cargar vehículo,VAN-712,Recoger pedido
434,Norte,2025-07-01 15:13:00,Ruta principal,VAN-707,Confirmación
435,Norte,2025-07-01 15:14:00,Ruta principal,VAN-412,Cargar vehículo
436,Norte,2025-07-01 15:15:00,Recoger pedido,VAN-326,Ruta principal
437,Oeste,2025-07-01 15:16:00,Confirmación,VAN-582,Confirmación
438,Oeste,2025-07-01 15:17:00,Entrega,VAN-286,Cargar vehículo
439,Oeste,2025-07-01 15:18:00,Ruta principal,VAN-840,Cargar vehículo
440,Sur,2025-07-01 15:19:00,Confirmación,VAN-842,Ruta principal
441,Este,2025-07-01 15:20:00,Ruta principal,VAN-842,Confirmación
442,Oeste,2025-07-01 15:21:00,Cargar vehículo,VAN-463,Ruta principal
443,Sur,2025-07-01 15:22:00,Cargar vehículo,VAN-858,Entrega
444,Norte,2025-07-01 15:23:00,Recoger pedido,VAN-237,Recoger pedido
445,Centro,2025-07-01 15:24:00,Entrega,VAN-981,Recoger pedido
446,Oeste,2025-07-01 15:25:00,Confirmación,VAN-952,Cargar vehículo
447,Este,2025-07-01 15:26:00,Ruta principal,VAN-257,Recoger pedido
448,Este,2025-07-01 15:27:00,Confirmación,VAN-744,Confirmación
449,Centro,2025-07-01 15:28:00,Entrega,VAN-781,Recoger pedido
450,Sur,2025-07-01 15:29:00,Ruta principal,VAN-296,Confirmación
451,Sur,2025-07-01 15:30:00,Entrega,VAN-653,Cargar vehículo
452,Centro,2025-07-01 15:31:00,Cargar vehículo,VAN-529,Cargar vehículo
453,Centro,2025-07-01 15:32:00,Confirmación,VAN-393,Ruta principal
454,Oeste,2025-07-01 15:33:00,Confirmación,VAN-964,Cargar vehículo
455,Oeste,2025-07-01 15:34:00,Entrega,VAN-551,Ruta principal
456,Oeste,2025-07-01 15:35:00,Entrega,VAN-118,Entrega
457,Sur,2025-07-01 15:36:00,Recoger pedido,VAN-548,Entrega
458,Este,2025-07-01 15:37:00,Ruta principal,VAN-744,Ruta principal
459,Este,2025-07-01 15:38:00,Cargar vehículo,VAN-431,Ruta principal
460,Centro,2025-07-01 15:39:00,Recoger pedido,VAN-181,Ruta principal
461,Sur,2025-07-01 15:40:00,Confirmación,VAN-945,Entrega
462,Este,2025-07-01 15:41:00,Confirmación,VAN-172,Recoger pedido
463,Norte,2025-07-01 15:42:00,Ruta principal,VAN-561,Confirmación
464,Este,2025-07-01 15:43:00,Recoger pedido,VAN-592,Cargar vehículo
465,Oeste,2025-07-01 15:44:00,Entrega,VAN-308,Recoger pedido
466,Norte,2025-07-01 15:45:00,Cargar vehículo,VAN-187,Cargar vehículo
467,Oeste,2025-07-01 15:46:00,Recoger pedido,VAN-748,Ruta principal
468,Centro,2025-07-01 15:47:00,Ruta principal,VAN-359,Ruta principal
469,Centro,2025-07-01 15:48:00,Confirmación,VAN-936,Recoger pedido
470,Norte,2025-07-01 15:49:00,Recoger pedido,VAN-980,Cargar vehículo
471,Norte,2025-07-01 15:50:00,Entrega,VAN-559,Ruta principal
472,Centro,2025-07-01 15:51:00,Confirmación,VAN-451,Ruta principal
473,Este,2025-07-01 15:52:00,Cargar vehículo,VAN-260,Cargar vehículo
474,Oeste,2025-07-01 15:53:00,Entrega,VAN-302,Ruta principal
475,Oeste,2025-07-01 15:54:00,Confirmación,VAN-178,Recoger pedido
476,Norte,2025-07-01 15:55:00,Entrega,VAN-907,Recoger pedido
477,Oeste,2025-07-01 15:56:00,Recoger pedido,VAN-965,Ruta principal
478,Este,2025-07-01 15:57:00,Ruta principal,VAN-460,Confirmación
479,Norte,2025-07-01 15:58:00,Cargar vehículo,VAN-117,Cargar vehículo
480,Norte,2025-07-01 15:59:00,Recoger pedido,VAN-851,Cargar vehículo
481,Oeste,2025-07-01 16:00:00,Entrega,VAN-786,Confirmación
482,Oeste,2025-07-01 16:01:00,Entrega,VAN-136,Ruta principal
483,Centro,2025-07-01 16:02:00,Confirmación,VAN-850,Ruta principal
484,Norte,2025-07-01 16:03:00,Recoger pedido,VAN-497,Entrega
485,Este,2025-07-01 16:04:00,Entrega,VAN-550,Recoger pedido
486,Centro,2025-07-01 16:05:00,Cargar vehículo,VAN-362,Cargar vehículo
487,Centro,2025-07-01 16:06:00,Ruta principal,VAN-636,Confirmación
488,Norte,2025-07-01 16:07:00,Cargar vehículo,VAN-482,Ruta principal
489,Centro,2025-07-01 16:08:00,Ruta principal,VAN-680,Entrega
490,Oeste,2025-07-01 16:09:00,Cargar vehículo,VAN-223,Recoger pedido
491,Oeste,2025-07-01 16:10:00,Ruta principal,VAN-689,Confirmación
492,Oeste,2025-07-01 16:11:00,Recoger pedido,VAN-323,Confirmación
493,Sur,2025-07-01 16:12:00,Ruta principal,VAN-108,Ruta principal
494,Este,2025-07-01 16:13:00,Cargar vehículo,VAN-952,Confirmación
495,Norte,2025-07-01 16:14:00,Recoger pedido,VAN-801,Entrega
496,Norte,2025-07-01 16:15:00,Entrega,VAN-324,Confirmación
497,Oeste,2025-07-01 16:16:00,Entrega,VAN-539,Confirmación
498,Este,2025-07-01 16:17:00,Ruta principal,VAN-800,Entrega
499,Oeste,2025-07-01 16:18:00,Ruta principal,VAN-590,Confirmación
500,Sur,2025-07-01 16:19:00,Ruta principal,VAN-517,Cargar vehículo
501,Norte,2025-07-01 16:20:00,Cargar vehículo,VAN-400,Ruta principal
502,Sur,2025-07-01 16:21:00,Confirmación,VAN-667,Confirmación
503,Sur,2025-07-01 16:22:00,Recoger pedido,VAN-223,Entrega
504,Este,2025-07-01 16:23:00,Entrega,VAN-193,Entrega
505,Centro,2025-07-01 16:24:00,Entrega,VAN-326,Recoger pedido
506,Este,2025-07-01 16:25:00,Confirmación,VAN-167,Cargar vehículo
507,Este,2025-07-01 16:26:00,Entrega,VAN-889,Cargar vehículo
508,Sur,2025-07-01 16:27:00,Confirmación,VAN-496,Entrega
509,Oeste,2025-07-01 16:28:00,Entrega,VAN-587,Confirmación
510,Oeste,2025-07-01 16:29:00,Confirmación,VAN-599,Confirmación
511,Oeste,2025-07-01 16:30:00,Recoger pedido,VAN-312,Recoger pedido
512,Centro,2025-07-01 16:31:00,Entrega,VAN-735,Entrega
513,Centro,2025-07-01 16:32:00,Recoger pedido,VAN-804,Entrega
514,Centro,2025-07-01 16:33:00,Entrega,VAN-593,Ruta principal
515,Sur,2025-07-01 16:34:00,Recoger pedido,VAN-582,Entrega
516,Este,2025-07-01 16:35:00,Cargar vehículo,VAN-342,Confirmación
517,Oeste,2025-07-01 16:36:00,Cargar vehículo,VAN-345,Ruta principal
518,Este,2025-07-01 16:37:00,Cargar vehículo,VAN-404,Cargar vehículo
519,Centro,2025-07-01 16:38:00,Ruta principal,VAN-991,Entrega
520,Este,2025-07-01 16:39:00,Entrega,VAN-695,Confirmación
521,Oeste,2025-07-01 16:40:00,Recoger pedido,VAN-539,Entrega
522,Sur,2025-07-01 16:41:00,Ruta principal,VAN-869,Confirmación
523,Oeste,2025-07-01 16:42:00,Confirmación,VAN-513,Confirmación
524,Sur,2025-07-01 16:43:00,Entrega,VAN-763,Cargar vehículo
525,Sur,2025-07-01 16:44:00,Cargar vehículo,VAN-859,Confirmación
526,Norte,2025-07-01 16:45:00,Entrega,VAN-765,Confirmación
527,Oeste,2025-07-01 16:46:00,Cargar vehículo,VAN-981,Entrega
528,Centro,2025-07-01 16:47:00,Ruta principal,VAN-226,Entrega
529,Norte,2025-07-01 16:48:00,Entrega,VAN-678,Confirmación
530,Sur,2025-07-01 16:49:00,Confirmación,VAN-419,Confirmación
531,Centro,2025-07-01 16:50:00,Confirmación,VAN-351,Entrega
532,Oeste,2025-07-01 16:51:00,Confirmación,VAN-111,Confirmación
533,Oeste,2025-07-01 16:52:00,Entrega,VAN-777,Recoger pedido
534,Centro,2025-07-01 16:53:00,Ruta principal,VAN-831,Entrega
535,Oeste,2025-07-01 16:54:00,Cargar vehículo,VAN-806,Ruta principal
536,Sur,2025-07-01 16:55:00,Ruta principal,VAN-466,Confirmación
537,Sur,2025-07-01 16:56:00,Recoger pedido,VAN-644,Cargar vehículo
538,Norte,2025-07-01 16:57:00,Ruta principal,VAN-663,Cargar vehículo
539,Norte,2025-07-01 16:58:00,Ruta principal,VAN-189,Ruta principal
540,Norte,2025-07-01 16:59:00,Entrega,VAN-260,Recoger pedido
541,Este,2025-07-01 17:00:00,Ruta principal,VAN-586,Cargar vehículo
542,Norte,2025-07-01 17:01:00,Cargar vehículo,VAN-901,Ruta principal
543,Oeste,2025-07-01 17:02:00,Confirmación,VAN-186,Recoger pedido
544,Centro,2025-07-01 17:03:00,Confirmación,VAN-522,Ruta principal
545,Oeste,2025-07-01 17:04:00,Confirmación,VAN-371,Ruta principal
546,Este,2025-07-01 17:05:00,Confirmación,VAN-307,Entrega
547,Centro,2025-07-01 17:06:00,Entrega,VAN-736,Confirmación
548,Norte,2025-07-01 17:07:00,Cargar vehículo,VAN-442,Ruta principal
549,Este,2025-07-01 17:08:00,Cargar vehículo,VAN-429,Cargar vehículo
550,Este,2025-07-01 17:09:00,Recoger pedido,VAN-331,Recoger pedido
551,Norte,2025-07-01 17:10:00,Cargar vehículo,VAN-401,Entrega
552,Centro,2025-07-01 17:11:00,Recoger pedido,VAN-778,Ruta principal
553,Sur,2025-07-01 17:12:00,Recoger pedido,VAN-898,Cargar vehículo
554,Este,2025-07-01 17:13:00,Confirmación,VAN-594,Recoger pedido
555,Norte,2025-07-01 17:14:00,Confirmación,VAN-869,Cargar vehículo
556,Oeste,2025-07-01 17:15:00,Ruta principal,VAN-485,Ruta principal
557,Centro,2025-07-01 17:16:00,Recoger pedido,VAN-419,Confirmación
558,Norte,2025-07-01 17:17:00,Recoger pedido,VAN-860,Cargar vehículo
559,Centro,2025-07-01 17:18:00,Confirmación,VAN-293,Cargar vehículo
560,Centro,2025-07-01 17:19:00,Cargar vehículo,VAN-248,Cargar vehículo
561,Oeste,2025-07-01 17:20:00,Ruta principal,VAN-212,Entrega
562,Este,2025-07-01 17:21:00,Ruta principal,VAN-919,Cargar vehículo
563,Este,2025-07-01 17:22:00,Ruta principal,VAN-377,Ruta principal
564,Este,2025-07-01 17:23:00,Ruta principal,VAN-976,Cargar vehículo
565,Oeste,2025-07-01 17:24:00,Cargar vehículo,VAN-511,Ruta principal
566,Norte,2025-07-01 17:25:00,Entrega,VAN-133,Cargar vehículo
567,Sur,2025-07-01 17:26:00,Recoger pedido,VAN-175,Recoger pedido
568,Centro,2025-07-01 17:27:00,Recoger pedido,VAN-861,Cargar vehículo
569,Oeste,2025-07-01 17:28:00,Recoger pedido,VAN-750,Entrega
570,Norte,2025-07-01 17:29:00,Ruta principal,VAN-318,Ruta principal
571,Norte,2025-07-01 17:30:00,Confirmación,VAN-320,Cargar vehículo
572,Norte,2025-07-01 17:31:00,Recoger pedido,VAN-470,Entrega
573,Sur,2025-07-01 17:32:00,Cargar vehículo,VAN-308,Cargar vehículo
574,Centro,2025-07-01 17:33:00,Entrega,VAN-819,Entrega
575,Norte,2025-07-01 17:34:00,Recoger pedido,VAN-129,Confirmación
576,Centro,2025-07-01 17:35:00,Cargar vehículo,VAN-933,Entrega
577,Centro,2025-07-01 17:36:00,Ruta principal,VAN-243,Recoger pedido
578,Centro,2025-07-01 17:37:00,Entrega,VAN-189,Cargar vehículo
579,Centro,2025-07-01 17:38:00,Ruta principal,VAN-859,Entrega
580,Centro,2025-07-01 17:39:00,Recoger pedido,VAN-370,Confirmación
581,Norte,2025-07-01 17:40:00,Confirmación,VAN-202,Entrega
582,Centro,2025-07-01 17:41:00,Cargar vehículo,VAN-787,Confirmación
583,Centro,2025-07-01 17:42:00,Cargar vehículo,VAN-445,Entrega
584,Centro,2025-07-01 17:43:00,Confirmación,VAN-614,Confirmación
585,Oeste,2025-07-01 17:44:00,Entrega,VAN-177,Ruta principal
586,Oeste,2025-07-01 17:45:00,Confirmación,VAN-304,Ruta principal
587,Sur,2025-07-01 17:46:00,Cargar vehículo,VAN-574,Ruta principal
588,Centro,2025-07-01 17:47:00,Confirmación,VAN-937,Cargar vehículo
589,Centro,2025-07-01 17:48:00,Ruta principal,VAN-173,Recoger pedido
590,Norte,2025-07-01 17:49:00,Entrega,VAN-847,Entrega
591,Este,2025-07-01 17:50:00,Confirmación,VAN-651,Recoger pedido
592,Oeste,2025-07-01 17:51:00,Recoger pedido,VAN-794,Entrega
593,Centro,2025-07-01 17:52:00,Recoger pedido,VAN-842,Ruta principal
594,Centro,2025-07-01 17:53:00,Confirmación,VAN-874,Entrega
595,Oeste,2025-07-01 17:54:00,Entrega,VAN-305,Ruta principal
596,Norte,2025-07-01 17:55:00,Recoger pedido,VAN-197,Ruta principal
597,Oeste,2025-07-01 17:56:00,Confirmación,VAN-905,Entrega
598,Sur,2025-07-01 17:57:00,Recoger pedido,VAN-568,Cargar vehículo
599,Centro,2025-07-01 17:58:00,Confirmación,VAN-588,Recoger pedido
600,Centro,2025-07-01 17:59:00,Ruta principal,VAN-293,Ruta principal
601,Este,2025-07-01 18:00:00,Entrega,VAN-120,Confirmación
602,Oeste,2025-07-01 18:01:00,Cargar vehículo,VAN-487,Cargar vehículo
603,Norte,2025-07-01 18:02:00,Ruta principal,VAN-936,Confirmación
604,Sur,2025-07-01 18:03:00,Entrega,VAN-327,Recoger pedido
605,Sur,2025-07-01 18:04:00,Cargar vehículo,VAN-396,Confirmación
606,Oeste,2025-07-01 18:05:00,Ruta principal,VAN-336,Confirmación
607,Centro,2025-07-01 18:06:00,Cargar vehículo,VAN-889,Entrega
608,Sur,2025-07-01 18:07:00,Confirmación,VAN-883,Confirmación
609,Oeste,2025-07-01 18:08:00,Confirmación,VAN-428,Entrega
610,Norte,2025-07-01 18:09:00,Cargar vehículo,VAN-334,Cargar vehículo
611,Este,2025-07-01 18:10:00,Cargar vehículo,VAN-411,Cargar vehículo
612,Oeste,2025-07-01 18:11:00,Entrega,VAN-279,Cargar vehículo
613,Norte,2025-07-01 18:12:00,Recoger pedido,VAN-486,Entrega
614,Oeste,2025-07-01 18:13:00,Recoger pedido,VAN-901,Entrega
615,Norte,2025-07-01 18:14:00,Ruta principal,VAN-986,Ruta principal
616,Centro,2025-07-01 18:15:00,Recoger pedido,VAN-266,Entrega
617,Sur,2025-07-01 18:16:00,Confirmación,VAN-114,Recoger pedido
618,Norte,2025-07-01 18:17:00,Entrega,VAN-350,Recoger pedido
619,Oeste,2025-07-01 18:18:00,Cargar vehículo,VAN-519,Confirmación
620,Norte,2025-07-01 18:19:00,Confirmación,VAN-350,Confirmación
621,Centro,2025-07-01 18:20:00,Entrega,VAN-358,Confirmación
622,Sur,2025-07-01 18:21:00,Confirmación,VAN-476,Entrega
623,Este,2025-07-01 18:22:00,Entrega,VAN-745,Ruta principal
624,Sur,2025-07-01 18:23:00,Confirmación,VAN-642,Confirmación
625,Centro,2025-07-01 18:24:00,Cargar vehículo,VAN-196,Ruta principal
626,Sur,2025-07-01 18:25:00,Confirmación,VAN-806,Entrega
627,Este,2025-07-01 18:26:00,Ruta principal,VAN-338,Recoger pedido
628,Sur,2025-07-01 18:27:00,Ruta principal,VAN-554,Confirmación
629,Este,2025-07-01 18:28:00,Entrega,VAN-497,Entrega
630,Este,2025-07-01 18:29:00,Entrega,VAN-634,Confirmación
631,Sur,2025-07-01 18:30:00,Ruta principal,VAN-299,Ruta principal
632,Oeste,2025-07-01 18:31:00,Cargar vehículo,VAN-104,Cargar vehículo
633,Norte,2025-07-01 18:32:00,Recoger pedido,VAN-861,Confirmación
634,Centro,2025-07-01 18:33:00,Confirmación,VAN-380,Recoger pedido
635,Este,2025-07-01 18:34:00,Confirmación,VAN-617,Ruta principal
636,Centro,2025-07-01 18:35:00,Recoger pedido,VAN-651,Ruta principal
637,Centro,2025-07-01 18:36:00,Confirmación,VAN-664,Ruta principal
638,Norte,2025-07-01 18:37:00,Cargar vehículo,VAN-519,Ruta principal
639,Norte,2025-07-01 18:38:00,Confirmación,VAN-183,Recoger pedido
640,Norte,2025-07-01 18:39:00,Cargar vehículo,VAN-803,Cargar vehículo
641,Sur,2025-07-01 18:40:00,Confirmación,VAN-495,Confirmación
642,Sur,2025-07-01 18:41:00,Confirmación,VAN-113,Ruta principal
643,Centro,2025-07-01 18:42:00,Recoger pedido,VAN-113,Entrega
644,Oeste,2025-07-01 18:43:00,Ruta principal,VAN-114,Entrega
645,Oeste,2025-07-01 18:44:00,Recoger pedido,VAN-791,Entrega
646,Centro,2025-07-01 18:45:00,Ruta principal,VAN-268,Recoger pedido
647,Oeste,2025-07-01 18:46:00,Entrega,VAN-207,Confirmación
648,Este,2025-07-01 18:47:00,Entrega,VAN-932,Recoger pedido
649,Centro,2025-07-01 18:48:00,Entrega,VAN-387,Recoger pedido
650,Sur,2025-07-01 18:49:00,Entrega,VAN-347,Cargar vehículo
651,Centro,2025-07-01 18:50:00,Cargar vehículo,VAN-181,Confirmación
652,Sur,2025-07-01 18:51:00,Ruta principal,VAN-164,Ruta principal
653,Este,2025-07-01 18:52:00,Ruta principal,VAN-270,Confirmación
654,Este,2025-07-01 18:53:00,Confirmación,VAN-128,Entrega
655,Norte,2025-07-01 18:54:00,Confirmación,VAN-859,Cargar vehículo
656,Norte,2025-07-01 18:55:00,Confirmación,VAN-893,Entrega
657,Sur,2025-07-01 18:56:00,Ruta principal,VAN-777,Entrega
658,Este,2025-07-01 18:57:00,Ruta principal,VAN-536,Ruta principal
659,Norte,2025-07-01 18:58:00,Ruta principal,VAN-488,Recoger pedido
660,Oeste,2025-07-01 18:59:00,Cargar vehículo,VAN-484,Entrega
661,Oeste,2025-07-01 19:00:00,Cargar vehículo,VAN-309,Ruta principal
662,Oeste,2025-07-01 19:01:00,Confirmación,VAN-322,Ruta principal
663,Centro,2025-07-01 19:02:00,Recoger pedido,VAN-546,Confirmación
664,Centro,2025-07-01 19:03:00,Confirmación,VAN-289,Entrega
665,Oeste,2025-07-01 19:04:00,Ruta principal,VAN-311,Ruta principal
666,Sur,2025-07-01 19:05:00,Recoger pedido,VAN-742,Cargar vehículo
667,Norte,2025-07-01 19:06:00,Cargar vehículo,VAN-751,Recoger pedido
668,Oeste,2025-07-01 19:07:00,Ruta principal,VAN-705,Entrega
669,Este,2025-07-01 19:08:00,Ruta principal,VAN-416,Cargar vehículo
670,Oeste,2025-07-01 19:09:00,Entrega,VAN-578,Recoger pedido
671,Este,2025-07-01 19:10:00,Ruta principal,VAN-304,Cargar vehículo
672,Norte,2025-07-01 19:11:00,Cargar vehículo,VAN-869,Cargar vehículo
673,Este,2025-07-01 19:12:00,Confirmación,VAN-669,Ruta principal
674,Este,2025-07-01 19:13:00,Ruta principal,VAN-761,Recoger pedido
675,Oeste,2025-07-01 19:14:00,Cargar vehículo,VAN-760,Entrega
676,Sur,2025-07-01 19:15:00,Confirmación,VAN-855,Entrega
677,Sur,2025-07-01 19:16:00,Ruta principal,VAN-337,Confirmación
678,Este,2025-07-01 19:17:00,Ruta principal,VAN-282,Entrega
679,Norte,2025-07-01 19:18:00,Entrega,VAN-308,Ruta principal
680,Este,2025-07-01 19:19:00,Entrega,VAN-185,Ruta principal
681,Este,2025-07-01 19:20:00,Recoger pedido,VAN-322,Confirmación
682,Oeste,2025-07-01 19:21:00,Cargar vehículo,VAN-939,Ruta principal
683,Norte,2025-07-01 19:22:00,Cargar vehículo,VAN-247,Recoger pedido
684,Centro,2025-07-01 19:23:00,Confirmación,VAN-123,Cargar vehículo
685,Este,2025-07-01 19:24:00,Ruta principal,VAN-591,Confirmación
686,Este,2025-07-01 19:25:00,Confirmación,VAN-548,Ruta principal
687,Centro,2025-07-01 19:26:00,Ruta principal,VAN-180,Cargar vehículo
688,Centro,2025-07-01 19:27:00,Confirmación,VAN-328,Recoger pedido
689,Sur,2025-07-01 19:28:00,Recoger pedido,VAN-786,Cargar vehículo
690,Este,2025-07-01 19:29:00,Confirmación,VAN-961,Cargar vehículo
